School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos
Α.Ξ.Ι.Α ΑΚΑΔΗΜΙΑ ΞΙΦΑΣΚΙΑΣ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/groups/1411700462376760/?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2015/03/athlos-peristeriou-logo.jpg,,,210 57 75 745,tsiakmakisv@hotmail.gr,,,,,,,,fightsports.gr,6978 059 099,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΙΟΛΟΣ (ΤΑΕΚΒΟΝΤΟ) ΧΑΙΔΑΡΙ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/pages/Muay-Thai-Plexousakis-camp/155684337914541,www.thaiboxing.gr,http://www.fightsports.gr/wp-content/uploads/2015/06/plexousakis-camp-logo.jpg,,,210 57 39 153,info@thaiboxing.gr,,,,,,,,fightsports.gr,6943 58 26 98,
Α.Σ. ΩΡΙΩΝ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Boxing,,http://www.facebook.com/martial.arts.athens/info?ref=ts#!/martial.arts.athens,,http://www.fightsports.gr/wp-content/uploads/2013/01/13348671_10208406937164112_1646601817_n.jpg,,,,info@fightacademy.gr,,,,,,,,fightsports.gr,697 2500678,
Α.Σ ΑΙΟΛΟΣ(ΤΑΕΚWONDO) ΧΑΪΔΑΡΙΟΥ,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/groups/109330209089878/?hc_location=stream,,http://www.fightsports.gr/wp-content/uploads/2014/01/kuniba-kai-fitness.jpg,,,,fitnes.life@yahoo.gr,,,,,,,,fightsports.gr,6944 597 219,
The Immortals,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Judo,,https://www.facebook.com/groups/Hellas.Top.Team/?fref=ts,dimitriou_mma@yahoo.gr,http://www.fightsports.gr/wp-content/uploads/2016/07/hellas_top_team_2.png,,,2110 127 875,dimitriou_mma@yahoo.gr,,,,,,,,fightsports.gr,6947 889 695,
MAD GYM by Drinas,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/aristoteleio.boxing/,,http://www.fightsports.gr/wp-content/uploads/2016/08/logo-aristoteleio-gspp.jpg,,,,stef.boxing@gmail.com,,,,,,,,fightsports.gr,6945 087 607,Γυμναστικός Αθλητικός Σύλλογος
Athens Aikikai,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Judo,,http://www.facebook.com/groups/132835660073143/,,http://www.fightsports.gr/wp-content/uploads/2013/02/36843_133185970037087_7677108_n.jpg,,,,paparisnick@yahoo.gr,,,,,,,,fightsports.gr,6936 617 701,
Bushinkan Dojo,Αθήνα,Πετράλωνα,Πολεμικές τέχνες,Judo,,https://www.facebook.com/groups/lykavas/?fref=nf,,http://www.fightsports.gr/wp-content/uploads/2017/10/lykavas-logo.jpg,,,210 34 11 110,,,,,,,,,fightsports.gr,6932 568 059,Αθλητικός Σύλλογος
ΑΤΡΑΠΟΣ-TAE KWON DO,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Σ. ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ – ΣΑΤΖΑ,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΑΓΧΕΜΑΧΟΣ ΧΑΛΑΝΔΡΙΟΥ,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Κλειστού Χώρου,YOGA,,https://www.facebook.com/pages/Yoga-studio-%CE%86%CF%81%CE%B4%CE%B7%CE%BD/1451082895158311?sk=timeline,http://ardin-yogastudio.blogspot.gr/,,Προκοπίου 4,13231,,Mar.thete@hotmail.com,,,,,,,,wefit.gr,,
ΑΘΛΗΤΙΚΟΣ   ΟΜΙΛΟΣ TAEKWONDO ΧΑΛΑΝΔΡΙΟΥ,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201322811542542.jpg,,,2105018585, ,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
ΓΣ Χαλανδρίου,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/XatzisStayros/,,http://www.fightsports.gr/wp-content/uploads/2017/10/west-warriors-logo.jpg,,,,stayrosxatzis07@gmail.com,,,,,,,,fightsports.gr,6977 819 365,
ΠΑΚ Χαλανδρίου,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/pages/AC-Tae-Kwon-Do-Panorama/854700784605933?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2015/08/athletic-club-panorama-logo.jpg,,,210 50 61 599,tkdpanorama@gmail.com,,,,,,,,fightsports.gr,6907 923 420,
Α.Σ. ΙΩΝΕΣ,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/Xtremedefenceclub,,http://www.fightsports.gr/wp-content/uploads/2014/10/10298474_649569921796517_8074600756743474831_o.jpg,,,210 50 58 801,info@xdc.gr,,,,,,,,fightsports.gr,6945 052 414,
Axion fitness club,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/Xtremedefenceclub,,http://www.fightsports.gr/wp-content/uploads/2014/10/10298474_649569921796517_8074600756743474831_o.jpg,,,210 50 58 801,,,,,,,,,fightsports.gr,6945 052 414,
Yoga Halandri,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/groups/131015460356669/?notif_t=group_added_to_group,,http://www.fightsports.gr/wp-content/uploads/2014/01/polimaxon-logo.jpg,,,210 50 18 585,z.tziotzios@yahoo.gr,,,,,,,,fightsports.gr,6971 895 954,Αθλητικός Σύλλογος
Ashtanga Yoga Halandri,Θεσσαλονίκη,Πεύκα-μαιν,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Kitesurf in Athens,Θεσσαλονίκη,Πεύκα-μαιν,Αθλητισμός,Volley,,,,,,,,,,,,,,,1996,,,Αθλητικός Σύλλογος
Α.Σ. JUDO KARATE ΑΘΗΝΩΝ,Θεσσαλονίκη,Πέυκα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΔΥΝΑΜΙΚΩΝ ΑΘΛΗΜΑΤΩΝ ΧΑΛΑΝΔΡΙΟΥ,Αθήνα,Πεύκης,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητική Ένωση
WellnessFit,Θεσσαλονίκη,Πλαγιάρι,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Airfitness,Αθήνα,Πλατεία Αγ. Ειρήνης,Πολεμικές τέχνες,,,www.facebook.com/zencenterathens,www.zencenterathens.com,https://www.polemikes-tehnes.gr/pics/logos/b/2014818193149708.jpg,,,, info@zencenterathens.gr,,,,,,,,Polemikes-technes.gr,,
Social Arenas Chalandri,Αθήνα,Πλατεία Μαβίλη,Κλειστού Χώρου,PILATES,,https://www.facebook.com/www.pilateslab.eu?fref=ts,http://www.thepilateslab.gr/,,Ξενίας 1,11527,,thepilateslab@gmail.com,,,,,,,,wefit.gr,,
Fast fitness Miha body tech Psychiko,Αθήνα,Πλατεία Παναγούλη (Άνω Καλαμάκι),Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%A6%CF%89%CE%BA%CE%AD%CE%B1%CF%82-742095895812269/,www.fokeas.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20178212241431.jpg,,,2118000705, info@fokeas.gr,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
Physiopolis,Αθήνα,πλησίον Πανεπιστημίου Πειραιά,Πολεμικές τέχνες,Aikido,,m.facebook.com/aikidorandorigr-667017553413126/,www.aikidorandori.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017821223051248.jpg,,,, spkaka88@gmail.com,,,,,,,,Polemikes-technes.gr,,
ΑΘΛΟΚΙΝΗΣΗ Χαλανδρίου,Αθήνα,Πλησίον Σταθμού Λαρίσης,Κλειστού Χώρου,,,https://www.facebook.com/pages/Palmos-Gym/184058728385751,http://www.palmos-gym.gr/,,Αλκαμένους 10,10439,,festivaldance@rocketmail.com,,,,,,,,wefit.gr,,
Promachos Boxing Club,Αθήνα,Πολιτεία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Σ. ΑΤΡΑΠΟΣ XAΛΑΝΔΡΙΟΥ,Αθήνα,Πολιτεία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΚΑΜΠΑΝΙΑΚΟΣ ,Αθήνα,Πολιτεία,Πολεμικές τέχνες,,,m.facebook.com/Fu-Jow-Pai-Kifisias-1177368792333167/,,https://www.polemikes-tehnes.gr/pics/logos/b/20171024105340778.jpg,,,, gkal@me.com,,,,,,,,Polemikes-technes.gr,,
Γ.Α.Σ. ΧΑΛΚΗΔΟΝΑΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. AΡΗΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΝΕΜΕΣΙΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΧΑΡΙΛΑΟΥ ΑΛΚΙΜΟΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Στίβος,,,,,,,  2310 651114,,,,,,,,,,,
Α.Σ. ΝΕΜΕΣΙΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Στίβος,,,,,,,  2310 663537,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. AΡΗΣ,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
MegaFit Gym,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Athens Aikido,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΟΜΙΛΟΣ   ΤΖΟΥΝΤΟ ΤAEKWONDO ΧΟΛΑΡΓΟΥ «JUDOKAN»,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1982,,,
Α.Σ. ΗΛΙΔΑ,Αθήνα,ΠΟΛΥΓΩΝΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
ΑΣ Τεύκρος,Αθήνα,Πολύδροσο Χαλανδρίου,Πολεμικές τέχνες,,,https://www.facebook.com/atraposhellas?fref=ts,http://www.atraposhalandri.gr/,,Κων. Βάρναλη 52,15233,,,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
ΓΑΣ Χολαργού,Αθήνα,Πολύδροσο Χαλανδρίου,Κλειστού Χώρου,,,https://www.facebook.com/pages/Polis-Gym/250634991682329?sk=timeline,http://www.polisgym.gr/index.php,,Σάμου 26,15125,,polisgym@gmail.com,,,,,,,,wefit.gr,,
Axion fitness club,Αθήνα,Πολύδροσο Χαλανδρίου,Κλειστού Χώρου,,,https://www.facebook.com/corpusclub,http://www.corpusclub.gr/,,Κοραή 25,15233,,,,,,,,,,wefit.gr,,
ΔΗΜΟΤΙΚΟ ΓΥΜΝΑΣΤΗΡΙΟ ΧΟΛΑΡΓΟΥ,Αθήνα,Πόρτο Ράφτη,Κλειστού Χώρου,,,https://www.facebook.com/pages/Groupakia-Studio/1623604017871610?fref=ts,http://www.groupakia.com/,,Λεωφόρος Πόρτο Ράφτη 235,19003,,info@groupakia.com,,,,,,,,wefit.gr,,
BRASA HELLAS - IRAKLIS GRIGORIADIS FIGHT TEAM,Αθήνα,Πόρτο Ράφτη,,,,https://www.facebook.com/pages/AA-Waterski-Portorafti/914313718585143?fref=ts,http://www.prski.gr/#,,Λεωφόρος Αυλακίου Αγ.Μαρίνα,19003,,info@prski.gr,,,,,,,,wefit.gr,,
ΑΙΑΣ Χολαργού,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Volley,Α.Ε. ΠΥΛΑΙΑΣ,,,,,,,,,,,,,,,,,Αθλητική Ένωση
Aθλητικός Όμιλος Χολαργού Judokan,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Volley,none,https://www.facebook.com/promitheaspylaias,http://pylaiavolley.blogspot.gr/search/label/%CE%A0%CE%A1%CE%9F%CE%93%CE%A1%CE%91%CE%9C%CE%9C%CE%91%CE%A4%CE%91,,,,,,,,,,,,,,,
Choke Luta Livre Academy,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Volley,Α.Μ.Ο. ΕΘΝΙΚΟΣ ΠΥΛΑΙΑΣ,https://www.facebook.com/profile.php?id=100009890505694&ref=br_rs,,,,,,,,,,,,,,,,
Aίας Χολαργού-Boxing Club,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΧΡΥΣΟΥΠΟΛΗΣ,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
PLANET FITNESS AND MORE,Θεσσαλονίκη,ΠΥΛΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΩΡΑΙΟΚΑΣΤΡΟ  ,Θεσσαλονίκη,ΠΥΛΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Δ.Α.Σ. ΩΡΑΙΟΚΑΣΤΡΟΥ,Θεσσαλονίκη,ΠΥΛΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΔΑΝΑΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1937,,,
Α.Γ.Σ. «ΠΟΛΥΝΙΚΗΣ» ΩΡΑΙΟΚΑΣΤΡΟΥ,Αθήνα,Ραφήνα,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΔΑΝΑΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ,Αθήνα,Ραφήνα,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Γ.Σ. «ΠΟΛΥΝΙΚΗΣ» ΩΡΑΙΟΚΑΣΤΡΟΥ,Αθήνα,Ραφήνα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Μ.Α.Π.Ο. ΚΕΡΑΥΝΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ,Αθήνα,Ραφήνα,Πολεμικές τέχνες,Judo,,http://www.facebook.com/pages/%CE%91-%CE%93-%CE%A3-%CE%A0%CE%A1%CE%A9%CE%A4%CE%95%CE%91%CE%A3-%CE%A1%CE%91%CE%A6%CE%97%CE%9D%CE%91%CE%A3/269793783033183,,http://www.fightsports.gr/wp-content/uploads/2013/06/524253_423806427631917_403822848_n.jpg,,,2294 023 750,poliapo@yahoo.gr,,,,,,,,fightsports.gr,,Γυμναστικός Αθλητικός Σύλλογος
ΓΣ Ωρωπού,Αθήνα,Ροδόπολη,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/The-FIGHT-Corner-720761844627464/,,http://www.fightsports.gr/wp-content/uploads/2016/03/fight-corner.jpg,,,,thefightcorner@yahoo.gr,,,,,,,,fightsports.gr,6957 168 658,
Α.Σ. ΟΛΥΜΠΙΑΚΟ ΑΓΩΝΙΣΤΙΚΟ ΤΑΕΚΒΟΝΤΟ ΣΑΛΑΜΙΝΑΣ,Αθήνα,ΣΑΛΑΜΙΝΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
"ΟΛΥΜΠΙΟΣ ΖΕΥΣ
  ΟΜΙΛΟΣ ΦΙΛΩΝ ΑΘΛΗΤΙΣΜΟΥ",Αθήνα,ΣΑΛΑΜΙΝΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
"ΑΘΛ. ΣΥΛ.
  ΣΕΠΟΛΙΩΝ «ΑΡΙΣΤΙΩΝ» ΤΑΕΚΒΟΝΤΟ",Αθήνα,ΣΕΠΟΛΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΤΤΙΚΗ ΔΥΝΑΜΗ,Αθήνα,ΣΕΠΟΛΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΤΤΙΚΗ ΔΥΝΑΜΗ ΣΕΠΟΛΙΩΝ,Αθήνα,ΣΕΠΟΛΙΑ,Πολεμικές τέχνες,,,www.facebook.com/Attiki.Dinami/,,https://www.polemikes-tehnes.gr/pics/logos/b/201786104623717.JPG,,,2130 253458, k.malandraki@gmail.com,,,,,,,,Polemikes-technes.gr,,
Α.Σ. Σεπολίων Αριστίων,Αθήνα,Σεπόλια,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/ARISTION.CLUB/,www.aristion.gr,http://www.fightsports.gr/wp-content/uploads/2016/11/aristion-logo.jpg,,,210 51 50 069,info@aristion.gr,,,,,,,,fightsports.gr,6977 790 941,Αθλητικός Σύλλογος
Α.Σ. ΑΣΤΕΡΑΣ ΣΙΝΔΟΥ ,Θεσσαλονίκη,Σίνδος,Αθλητισμός,Volley,,,,,,,,,,,,,,,2006,,,Αθλητικός Σύλλογος
Μ.Π.Σ. ΟΡΦΕΑΣ ΣΟΥΡΩΤΗΣ ,Θεσσαλονίκη,Σουρωτή,Αθλητισμός,Volley,,,,,,,,,,,,,,,1960,,,
ΑΣ Αίολος Φυλής,Αθήνα,Σπάρτακος,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕ-ΚΒΟ-ΝΤΟ ΜΥΡΚΕΥΣ ΣΠΑΤΩΝ,Αθήνα,ΣΠΑΤΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
"ΑΣ Σπάτων ""Γαία""",Αθήνα,ΣΠΑΤΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΕΑΟ Σπάτων,Αθήνα,ΣΠΑΤΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Αθλητικός Όμιλος Σπετσών Kickboxing,Αθήνα,Σπέτσες,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%8C%CE%BC%CE%B9%CE%BB%CE%BF%CF%82-%CE%A3%CF%80%CE%B5%CF%84%CF%83%CF%8E%CE%BD-Kick-Boxing-616260941839654/,,http://www.fightsports.gr/wp-content/uploads/2017/03/nektarios-panou-logo.jpg,,,,djnek30@gmail.com,,,,,,,,fightsports.gr,6944 623 238,Αθλητικός Όμιλος
Ε.Ο. ΣΤΑΥΡΟΥΠΟΛΗΣ,Θεσσαλονίκη,ΣΤΑΥΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΩΜΑΤΕΙΟ ΗΦΑΙΣΤΟΣ,Θεσσαλονίκη,ΣΤΑΥΡΟΥΠΟΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Ε.Ο. ΣΤΑΥΡΟΥΠΟΛΗΣ,Θεσσαλονίκη,ΣΤΑΥΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1965,,,
ΠΑΟ Κουκακίου,Αθήνα,Στρέφη,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΒΥΖΑΝΤΙΝΟΣ Α.Ο.,Θεσσαλονίκη,Συκιές,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ ΚΒΟ ΝΤΟ ΝΕΑΠΟΛΕΩΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Συκιές,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ ΜΑΚΕΔΟΝΙΑΣ & δ.τ. ΑΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ,Θεσσαλονίκη,Συκιές,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΔΙΑΣ ΣΥΚΕΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Συκιές,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕ ΚΒΟ ΝΤΟ ΝΕΑΠΟΛΕΩΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Συκιές,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ ΜΑΚΕΔΟΝΙΑΣ & δ.τ. ΑΣ ΤΑΕΚΒΟΝΤΟ ΑΕΤΟΙ,Θεσσαλονίκη,Συκιές,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΠΑΝΑΘΛΗΤΙΚΟΣ Σ.Φ. ΣΥΚΕΩΝ,Θεσσαλονίκη,Συκιές,Αθλητισμός,Volley,,,,,,,,,,,,,,,1988,,,
PLAY & FLY,Αθήνα,Σύνορα-Βριλλήσια-Γέρακας-Πάτημα Χαλανδρίου,,,,https://www.facebook.com/pages/PLAY-FLY/1381819405392797?fref=ts,,,Ολύμπου 44,15344,,dkaponi@gmail.com,,,,,,,,wefit.gr,,
ΑΕΚ,Αθήνα,Σχολικό Συγκρότημα Ν.Φιλαδέλφειας,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Yoga Balance & Pilates Shala,Αθήνα,Ταμπούρια,Κλειστού Χώρου,YOGA,,https://www.facebook.com/yogabalancepilates?fref=ts,http://www.yogabalance.gr/,,Χορμοβίτου 87,18545,,katevaf@hotmail.com,,,,,,,,wefit.gr,,
Bodyfit,Αθήνα,Ταύρος,Κλειστού Χώρου,PERSONAL TRAINER,,https://www.facebook.com/bodyfitgym.tavros?fref=ts,http://www.bodyfitgym.gr/index.html,,25ης Μαρτίου 2,17778,,info@bodyfitgym.gr,,,,,,,,wefit.gr,,
the Concept-Ταύρου,Αθήνα,Ταύρος,Κλειστού Χώρου,,,https://www.facebook.com/pages/The-Concept-%CE%A4%CE%B1%CF%85%CF%81%CE%BF%CF%82/234056993459976?fref=ts,http://tctavros.gr/,,Κορυζή 28,17778,,info@tctavros.gr,,,,,,,,wefit.gr,,
Tiger Muay Thai Boran Camp,Αθήνα,Ταύρος,Πολεμικές τέχνες,Muay Thai,,https://www.facebook.com/tigercamp.gr,,http://www.fightsports.gr/wp-content/uploads/2013/12/tiger-muay-thai-boran-logo-.jpg,,,,khrugkitsas@gmail.com,,,,,,,,fightsports.gr,6909 151 560,
Tenchikan,Θεσσαλονίκη,Τούμπα,Πολεμικές τέχνες,Aikido,none,https://www.facebook.com/Dojo.Thessaloniki/,https://www.dojo-thessaloniki.gr/,,17 noembriou 18,,2310345115,,"Aikido ,Aikido ,Aikido ,Aikido ",DOJO,,,,,,,,
Ωδείο Τούμπας,Θεσσαλονίκη,Τούμπα,Μουσική,"Κιθάρα,Βιολί",none,,http://www.odeio-matsigos.gr/p/blog-page.html,,,,,,Κιθάρα,,,,,,,,,
Α.Ε. ΕΛΠΙΔΑ ΤΟΥΜΠΑΣ  ,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Volley,Α.Ε. ΕΛΠΙΔΑ ΤΟΥΜΠΑΣ,,,,,,,,,,,,,,,,,Αθλητική Ένωση
ΑΟΟ ΠΡΟΟΔΕΥΤΙΚΗ ΑΝΩ ΤΟΥΜΠΑΣ  ΝΕΟ,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΕΝΩΣΗ ΤΟΥΜΠΑΣ A.Σ.,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Μ.Ε.Ν.Τ.,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Α.Γ.Σ. ΗΡΑΚΛΗΣ ΑΝΩ ΤΟΥΜΠΑΣ,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕ-ΚΒΟΝ-ΝΤΟ ΑΤΡΩΤΟΣ ΜΑΧΗΤΗΣ,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
