School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile
ΑΟΟ ΠΡΟΟΔΕΥΤΙΚΗ ΑΝΩ ΤΟΥΜΠΑΣ  ΝΕΟ,Θεσσαλονίκη,Τούμπα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟΠ Κηφισιάς,Αθήνα,Ζηρινείου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΟΠ ΜΟΣΧΑΤΟΥ,Αθήνα, ΜΟΣΧΑΤΟ,Αθλητισμός,Volley,,,  www.moschato-volley.gr,, ΕΥΤΥΧΙΑΣ 14,, 2109429886,,,,,,,,,,
ΑΟΦ ΠΟΡΦΥΡΑΣ,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,  www.porfyrasvolley.blogspot.gr/,, ΑΚΤΗ ΘΕΜΙΣΤΟΚΛΕΟΥΣ (ΕΝΑΝΤΙ) 130,, 2105621834,,,,,,,,,,
ΑΠΕΣ Καπανδριτίου,Αθήνα,Καπανδριτίου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Απολλων Καλαμαριας,Θεσσαλονίκη,,Αθλητισμός,Στίβος,none,,https://mgskapollon.gr/akadimies,,,,,,,,,,,,,,
ΑΠΟΛΛΩΝ ΣΜΥΡΝΗΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΑΠΣ ΑΛΙΜΟΥ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΑΠΣ ΑΜΙΛΛΑ,Αθήνα, ΚΑΜΑΤΕΡΟ,Αθλητισμός,Volley,,,  www.amillavolley.wordpress.com,, Αρτας 20,,,,,,,,,,,,
ΑΠΣ ΑΡΕΝΑ ΤΟΥΜΠΑΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  2310 902933,,,,,,,,,,
ΑΠΣ ΑΡΗΣ ΑΜΦΙΑΛΗΣ,Αθήνα, ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Volley,,,,, Π.ΤΣΑΛΔΑΡΗ 30,, 2104002511,,,,,,,,,,
ΑΠΣ ΝΕΑΣ ΠΕΡΑΜΟΥ ΚΥΖΙΚΟΣ,Αθήνα, ΝΕΑ ΠΕΡΑΜΟΣ,Αθλητισμός,Volley,,,,, ΚΛΕΙΣΤΟ ΓΥΜΝΑΣΤΗΡΙΟ Ν.ΠΕΡΑΜΟΥ (ΑΝΑΠΑΥΣΕΩΣ) ,, 2296033912,,,,,,,,,,
ΑΠΣ Ορφέας,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,20 Γυμνάσιο Αγ.Νικολάου,,,,,,,
ΑΠΣ Πήγασος,Αθήνα,Μετς Α΄ Εθνικού,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΠΣ ΠΥΓΜΗ ΕΥΟΣΜΟΥ,Θεσσαλονίκη,ΕΥΟΣΜΟΣ,Αθλητισμός,Στίβος,,,,,,,  2310 756417,,,,,,,,,,
ΑΠΣΑΒ ΦΙΛΙΑ,Αθήνα, ΗΛΙΟΥΠΟΛΗ,Αθλητισμός,Volley,,,,, ΙΑΣΟΝΟΣ  30,, 2104185184,,,,,,,,,,
ΑΠΦΣ Ηρακλής Χαλκίδας,Χαλκίδα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Αριστοτέλειο Πυγμαχικός Γ.Σ Περιστερίου,Αθήνα,Περιστέρι Ολυμπιακό Κέντρο Πυγμαχίας,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/aristoteleio.boxing/,,http://www.fightsports.gr/wp-content/uploads/2016/08/logo-aristoteleio-gspp.jpg,,,,stef.boxing@gmail.com,,,,,,,,fightsports.gr,6945 087 607
ΑΡΙΩΝ 2005,Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΣ Αίολος Φυλής,Αθήνα,Σπάρτακος,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ ΑΚΑΔΗΜΟΣ ΑΡΓΥΡΟΥΠΟΛΗΣ,Αθήνα, ΑΡΓΥΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,,, ΑΒΕΡΩΦ 12,,,,,,,,,,,,
ΑΣ ΑΡΗΣ			,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,,,,,,,,,,,,,,,
ΑΣ ΑΡΗΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  2310 305402,,,,,,,,,,
ΑΣ Άτλας Δάφνης - Υμηττού,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Γυμνάσιο Υμηττού,,,,,,,
ΑΣ ΕΥΚΛΕΙΔΗΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΑΣ ΗΛΙΟΥΠΟΛΗΣ,Αθήνα, ΗΛΙΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.acil.gr,, ΛΕΩΦ.ΚΟΤΖΙΑ 25,, 2108258310,,,,,,,,,,
ΑΣ ΘΗΣΕΑΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΣ ΙΑΣΩΝ,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Volley,,,,, ΚΑΠΟΔΙΣΤΡΙΟΥ 16,,,,,,,,,,,,
ΑΣ ΙΡΙΔΑ,Αθήνα,ΗΛΙΟΥΠΟΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΣ ΚΕΝΤΑΥΡΟΣ,Χαλκιδική,Καλικράτεια,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΣ Κηφισιά Μπιτς Ακτίβιτις,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ Κολλεγίου Ντερή,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,Κολλέγιο Ντερή,,,,,,,
ΑΣ ΚΡΑΤΑΙΟΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,Λαγκαδάς,Αθλητισμός,Στίβος,,,,,,,  6936 521537,,,,,,,,,,
ΑΣ Λαυρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,2ο Δημοτικό Σχολείο Λαυρίου,,,,,,,
ΑΣ ΜΑΚΕΔΟΝΙΚΟΣ,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,,,,,,,,,,,,,,,
ΑΣ ΜΟΝΟΜΑΧΟΣ,Θεσσαλονίκη,Βόλβη,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΣ ΜΟΝΟΜΑΧΟΣ,Θεσσαλονίκη,ΔΗΜΟΣ ΒΟΛΒΗΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΣ Νίκη Αμαρουσίου,Αθήνα,Κοκκινιάς Αμαρουσίου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ ΝΙΚΗΦΟΡΟΣ,Θεσσαλονίκη,ΤΡΙΑΝΔΡΙΑ,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΣ ΟΔΥΣΣΕΑΣ ΑΓ.ΒΑΡΒΑΡΑΣ,Αθήνα, ΑΓΙΑ ΒΑΡΒΑΡΑ,Αθλητισμός,Volley,,,  www.odysseusbc.gr,, Αριστοτέλους  6,,,,,,,,,,,,
ΑΣ ΟΛΥΜΠΙΑΚΗ ΔΟΜΗ 2004,Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Αθλητισμός,Στίβος,,,,,,,  2310 663537,,,,,,,,,,
ΑΣ ΠΑΝΟΡΑΜΑ,Θεσσαλονίκη,ΑΜΠΕΛΟΚΗΠΟΙ,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΣ Παπάγου,Αθήνα,Παπάγου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ ΠΕΡΑ,Αθήνα, Π.ΦΑΛΗΡΟ,Αθλητισμός,Volley,,,  www.as-pera.gr,, ΠΟΣΕΙΔΩΝΟΣ 40,, 2109848435,,,,,,,,,,
ΑΣ ΠΕΡΙΣΤΕΡΙ,Αθήνα, ΠΕΡΙΣΤΕΡΙ,Αθλητισμός,Volley,,,  www.peristerivolley.gr,, ΠΕΥΚΩΝ & ΚΕΔΡΩΝ ,, 2118006502,,,,,,,,,,
"ΑΣ ΠΟΣΕΙΔΩΝΑΣ
  ΑΝΩ ΤΟΥΜΠΑΣ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΣ ΠΟΣΕΙΔΩΝΑΣ ΑΝΩ ΤΟΥΜΠΑΣ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΣ ΡΗΓΑΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  2310 424949,,,,,,,,,,
"ΑΣ Σπάτων ""Γαία""",Αθήνα,ΣΠΑΤΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ Σχολή Μωραϊτη,Αθήνα,Πολιτεία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ Τεύκρος,Αθήνα,ΧΟΛΑΡΓΟΣ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣ Τυφών,Αθήνα,Ν.Ηρακλείου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣΜΑΣ ΤΡΩΑΣ,Θεσσαλονίκη,Ασπροβάλτα,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΣΟΧ ''Φοίβος'',Αθήνα,ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣΠ Κτησιφών,Αθήνα,ΠΑΙΑΝΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣΠ Σάλαμμον,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,1o Δημ. Γυμναστήριο Αχαρνών,,,,,,,
"ΑΣΠΕ ""Θέτις""",Αθήνα,Βούλα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΣΣ ΑΙΑΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΑΣΤΕΡΑΣ ΒΟΥΛΙΑΓΜΕΝΗΣ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Απόλλωνος 40, Βουλιαγμένη 210 8902000. 4 γήπεδα μέσα στο «δάσος» του Αστέρα. Θέα στη θάλασσα. Δευτ. - Κυρ. 8 π.μ. - 10 μ.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,
Αστερια Basket,Θεσσαλονίκη,ΘΕΡΜΗ,Αθλητισμός,Basket,none,,http://www.sbc.gr/asteriaindex.asp,,,,,,,,,,,,,,
ΑΣΦΠ ΚΡΟΝΟΣ ΑΓ.ΑΝΑΡΓΥΡΩΝ,Αθήνα,Aγιοι Ανάργυροι,Αθλητισμός,Volley,,,  www.kronosvolley.webnode.gr,, Χίου  15,,,,,,,,,,,,
ΑΤΛΑΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΑΤΡΑΠΟΣ,Αθήνα,ΧΑΛΑΝΔΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΤΤΙΚΗ ΔΥΝΑΜΗ ΣΕΠΟΛΙΩΝ,Αθήνα,ΣΕΠΟΛΙΑ,Πολεμικές τέχνες,,,www.facebook.com/Attiki.Dinami/,,https://www.polemikes-tehnes.gr/pics/logos/b/201786104623717.JPG,,,2130 253458, k.malandraki@gmail.com,,,,,,,,Polemikes-technes.gr,
Αττική Δύναμη Σεπολίων,Αθήνα,Αθήνα,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/Attiki.Dinami/,,http://www.fightsports.gr/wp-content/uploads/2017/05/attikli-dinami-sepolion-logo.jpg,,,2130 253 458,k.malandraki@gmail.com,,,,,,,,fightsports.gr,6945 599 966
Αττική Ένωση TAE KWON DO,Αθήνα,,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A4%CE%A4%CE%99%CE%9A%CE%97-%CE%95%CE%9D%CE%A9%CE%A3%CE%97-TAEKWONDO/149987405059176?fref=ts,http://www.attikienosi.gr/,,,,,,,,,,,,,wefit.gr,
ΑΤΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΌΜΙΛΟΣ ΠΕΡΙΣΤΕΡΙΟΥ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/20131019182150305.jpg,,,,,,,,,,,,Polemikes-technes.gr,
ΑΦ ΑΔΩΝΙΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΦ ΘΕΡΜΗΣ ΑΔΩΝΙΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΑΦΜΣ ΦΟΙΝΙΞ,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,  www.foinikaspiraeusavolley.gr,, ΣΗΜΙΤΟΥ 29,, 2104511883,,,,,,,,,,
ΑΧΑΡΝΑΙ TENNIS ACADEMY – ΑΧΑΡΝΑΙ TENNIS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Λεωφόρος Δεκελείας 193, έξω από τις Αχαρνές προς Νέα Κηφισιά, Τηλ. 2130 153950, 6957 044122. Διαθέτει 2 γήπεδα με ελαστικό αντικραδασμικό ταρτάν για παιχνίδι ή και για μαθήματα με προπονητή σε group ή ατομικά. Άνετο parking, κυλικείο – μπαρ, αίθουσα internet κλπ. Ώρες λειτουργίας: Κάθε μέρα 09:00 – 23:00. κλείσιμο γηπέδων τηλεφωνικά",,,,http://www.tennisnews.gr/play-tennis/clubs,
ΒΕΡΓΙΝΑ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
Βεργίνα,Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Αθλητισμός,Basket,Βεργίνα,,,,,,2313252090,,"Basket Vergina ,Volley Βεργίνα",Βεργίνα Γήπεδο,"Βουρδέρης Νίκος,Αποστολίδης Γιάννης,Ζήκα Ειρήνη,Καραΐσκου Κική",,,,,,
Βεργίνα,Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Αθλητισμός,Μοντέρνος Χορός,,,,,,,,,,,,,,,,,
Βεργίνα,Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΒΥΖΑΝΤΙΝΟΣ Α.Ο.,Θεσσαλονίκη,Συκιές,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Γ.Α.Σ. ΒΑΣΙΛΙΚΩΝ,Θεσσαλονίκη,Βασιλικά,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Γ.Α.Σ. ΕΥΚΑΡΠΙΑΣ,Θεσσαλονίκη,ΕΥΚΑΡΠΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,2008,,
Γ.Α.Σ. ΚΟΥΦΑΛΙΩΝ,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1980,,
Γ.Α.Σ. ΧΑΛΚΗΔΟΝΑΣ,Θεσσαλονίκη,Χαλκηδόνα,Αθλητισμός,Volley,,,,,,,,,,,,,,,1995,,
Γ.Σ Παλαίστρα,Αθήνα,,Πολεμικές τέχνες,MMA,,https://www.facebook.com/pages/Palaistra/1426674040877305,,http://www.fightsports.gr/wp-content/uploads/2013/12/1377028_1428733147338061_2093388328_a.jpg,,,,info@palaistra.gr,,,,,,,,fightsports.gr,6936 286 020 - 6947 849 656
"Γ.Σ.
   ΠΡΩΤΑΘΛΗΤΗΣ ΑΜΠΕΛΟΚΗΠΩΝ",Αθήνα,ΑΜΠΕΛΟΚΗΠΟΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
Γ.Σ. ΜΑΧΗΤΙΚΩΝ ΤΕΧΝΩΝ ΙΛΙΣΙΩΝ,Αθήνα,ΙΛΙΣΙΑ,Πολεμικές τέχνες,,,www.facebook.com/Ying-Shou-Quan-Greece-502918036549831/,eagleclaw.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201792420344358.jpg,,,210 7759306, info@eagleclaw.gr,,,,,,,,Polemikes-technes.gr,
Γ.Σ. ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ,Θεσσαλονίκη,Ντεπό,Αθλητισμός,Volley,,,,,,,,,,,,,,,1923,,
"Γ.Σ.ΕΛΕΥΘΕΡΙΟΥ ΚΟΡΔΕΛΙΟΥ ""ΑΡΓΟΝΑΥΤΕΣ""",Θεσσαλονίκη,,Αθλητισμός,Τένις,,,,,,,,,,,,,,,,,
Γ.Σ.ΗΡΑΚΛΗΣ ΑΓΡΙΝΙΟΥ,Αγρίνιο,,Πολεμικές τέχνες,,,www.facebook.com/givrgos.kapsimalhs,,https://www.polemikes-tehnes.gr/pics/logos/b/201514102148922.jpg,,,2641054031 , kapsimalis@yahoo.gr,,,,,,,,Polemikes-technes.gr,
ΓΑΝΣ ΙΡΙΣ,Αθήνα, ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,  www.gans-iris.gr,, ΕΘΝ.ΣΤΕΓΗΣ & ΑΡΤΑΚΗΣ ,, 2109311919,,,,,,,,,,
ΓΑΣ ΑΜΠΕΛΟΚΗΠΩΝ ΜΕΝΕΜΕΝΗΣ,Θεσσαλονίκη,ΑΜΠΕΛΟΚΗΠΟΙ,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΓΑΣ ΙΑΣΩΝΑΣ ΝΙΚΑΙΑΣ,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ 175,, 2104910620,,,,,,,,,,
ΓΑΣ ΚΑΛΑΜΑΡΙΑΣ ΒΟΣΠΟΡΟΣ,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,,,,,,,,,,,,,,,
ΓΑΣ ΚΟΥΦΑΛΙΩΝ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  6972 408190,,,,,,,,,,
ΓΑΣ Χολαργού,Αθήνα,ΧΟΛΑΡΓΟΣ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Γερμανική Σχολή,Αθήνα,ΜΑΡΟΥΣΙ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
Γοργόνες και Μάγκες,Αθήνα,Άνω Γλυφάδα,BABY SWIMMING,,,https://www.facebook.com/GorgoneskaiMagesFanPage?fref=ts,http://www.gorgoneskaimages.gr/,,Αρχιπελάγους 88,16562,,gorgoneskaimages1@yahoo.gr,,,,,,,,wefit.gr,
"ΓΣ ""Η ΣΙΘΩΝΙΑ""",Θεσσαλονίκη,Νικήτη,Αθλητισμός,Στίβος,,,,,,,  6942 812871,,,,,,,,,,
ΓΣ ΑΓ.ΑΝΑΡΓΥΡΩΝ,Αθήνα,Aγιοι Ανάργυροι,Αθλητισμός,Volley,,,  www.gsaavolley.gr/,, Λεωφ.Δημοκρατίας & Βαλτετσίου  1,,,,,,,,,,,,
ΓΣ Απόλλων,Αθήνα,Απόλλωνα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΓΣ Απόλλων Αγίου Δημητρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,
ΓΣ ΑΡΗΣ ΑΙΓΑΛΕΩ,Αθήνα, ΑΙΓΑΛΕΩ,Αθλητισμός,Volley,,,,, ΚΥΛΛΗΝΗΣ  9,,,,,,,,,,,,
ΓΣ Αρίων Αγίου Αρτεμίου,Αθήνα,Μετς Α΄ Εθνικού,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΓΣ ΑΡΙΩΝ ΠΕΡΙΣΤΕΡΙΟΥ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,
ΓΣ Αστέρας Αγίου Δημητρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,
ΓΣ Αστέρας Αγίου Δημητρίου 4,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,
ΓΣ Γλυκών Νερών,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,1ο Δημοτικό Σχολείο Γλυκών Νερών,,,,,,,
ΓΣ Εθνικός,Αθήνα,Μετς Α΄ Εθνικού,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΓΣ ΕΙΡΗΝΗ,Αθήνα, ΚΟΡΥΔΑΛΛΟΣ,Αθλητισμός,Volley,,,,, ΔΙΟΓΕΝΟΥΣ  48,, 2104951011,,,,,,,,,,
ΓΣ ΕΥΟΣΜΟΥ,Θεσσαλονίκη,ΕΥΟΣΜΟΣ,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΓΣ ΗΛΙΟΥΠΟΛΗΣ,Αθήνα, ΗΛΙΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.ilioupolis-ac.gr,, ΤΥΡΤΑΙΟΥ 1-3,, 2109954145,,,,,,,,,,
ΓΣ ΗΡΑΚΛΗΣ			,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,,,,,,,,,,,,,,,
ΓΣ ΗΡΑΚΛΗΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  2310 213251,,,,,,,,,,
ΓΣ ΙΛΙΟΥ,Αθήνα, ΙΛΙΟΝ,Αθλητισμός,Volley,,,,, ΑΓ.ΝΙΚΟΛΑΟΥ  86,,,,,,,,,,,,
ΓΣ Κερατέας,Αθήνα,Κερατέας,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
"ΓΣ Κηφισιάς ""Ο Ηρακλής""",Αθήνα,Ζηρινείου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΓΣ Κορωπίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,1ο Γυμνάσιο Κορωπίου,,,,,,,
ΓΣ Κυψέλης,Αθήνα,Γκράβας,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΓΣ ΛΑΓΚΑΔΑ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
ΓΣ ΠΑΝΙΩΝΙΟΣ,Αθήνα, ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,  www.panionios.gr,, ΧΡΥΣΟΣΤΟΜΟΥ 1,, 2109323550,,,,,,,,,,
ΓΣ ΠΕΡΑΜΑΤΟΣ ΕΡΜΗΣ,Αθήνα, ΠΕΡΑΜΑ,Αθλητισμός,Volley,,,  www.gsperamatosermis.gr,, 25ΗΣ ΜΑΡΤΙΟΥ 7Α,, 2104023444,,,,,,,,,,
ΓΣ ΠΕΤΡΟΥΠΟΛΗΣ,Αθήνα, ΠΕΤΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.petroupolivolley.gr,, ΕΛΑΙΩΝ 186,, 2105061727,,,,,,,,,,
ΓΣ Χαλανδρίου,Αθήνα,ΧΑΛΑΝΔΡΙ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΓΣ ΧΑΡΙΛΑΟΥ 'Ο ΜΑΚΕΔΩΝ',Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,  2310 866867,,,,,,,,,,
ΓΣ Ωρωπού,Αθήνα,Ωρωπού,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
"ΓΥΜΝΑΣΤΙΚΟΣ
  ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΝΩ ΛΙΟΣΙΩΝ «ΦΛΟΓΑ ΠΡΩΤΑΘΛΗΤΩΝ»",Αθήνα,ΦΥΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΓΥΜΝΑΣΤΙΚΟΣ
  ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΜΑΝΔΡΑΣ – Γ.Α.Σ. ΜΑΝΔΡΑΣ",Αθήνα,ΜΑΝΔΡΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΓΥΜΝΑΣΤΙΚΟΣ
  ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΣΤΟΧΟΣ",Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΓΥΜΝΑΣΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΧΙΛΛΕΑΣ  ΑΙΓΑΛΕΩ",Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΓΥΜΝΑΣΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΜΠΕΛΟΚΗΠΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΙΛΩΝ,Θεσσαλονίκη,ΑΜΠΕΛΟΚΗΠΟΙ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΓΥΜΝΑΣΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΧΟΛΑΡΓΟΥ,Αθήνα,Μελίσσια,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Γράμμου 4,15127,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
"ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΗΛΙΟΥΠΟΛΗΣ
ΤΗΡΤΑΙΟΥ 1-3
ΗΛΙΟΥΠΟΛΗ Τ.Κ. 16343",Αθήνα,,Αθλητισμός,Τένις,,,,,,,210 9916386,,,,κα. ΜΠΙΣΜΠΙΚΗ ΣΩΤΗΡΙΑ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,
Δ-club Δικαίος,Αθήνα,ΠΕΙΡΑΙΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BF-%CE%94-Club-%CE%94%CE%B9%CE%BA%CE%B1%CE%AF%CE%BF%CF%82/498112743584880?fref=ts,,,Υψηλάντου 143-145,18535,,gym_dclub@yahoo.gr,,,,,,,,wefit.gr,
Δ.Α.Σ. ΩΡΑΙΟΚΑΣΤΡΟΥ,Θεσσαλονίκη,ΩΡΑΙΟΚΑΣΤΡΟ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
